
Tue 19 Jun 2018 13:43:11,90,90,SENSOR
Tue 19 Jun 2018 13:43:16,90,90,SENSOR
Tue 19 Jun 2018 13:43:22,90,90,SENSOR
Tue 19 Jun 2018 13:43:27,90,90,SENSOR

Tue 19 Jun 2018 13:44:36,90,90,SENSOR
Tue 19 Jun 2018 13:44:42,90,90,SENSOR

Tue 19 Jun 2018 13:44:52,90,90,SENSOR

Tue 19 Jun 2018 13:48:44,90,90,SENSOR
Tue 19 Jun 2018 13:48:59,90,90,SENSOR
Tue 19 Jun 2018 13:49:04,90,90,SENSOR
Tue 19 Jun 2018 13:49:09,90,90,SENSOR
Tue 19 Jun 2018 13:49:14,90,90,SENSOR
Tue 19 Jun 2018 13:49:20,90,90,SENSOR
Tue 19 Jun 2018 13:49:26,90,90,SENSOR
Tue 19 Jun 2018 13:49:31,90,90,SENSOR
Tue 19 Jun 2018 13:49:36,90,90,SENSOR
Tue 19 Jun 2018 13:49:42,90,90,SENSOR
Tue 19 Jun 2018 13:49:48,90,90,SENSOR
Tue 19 Jun 2018 13:49:54,90,90,SENSOR
Tue 19 Jun 2018 13:49:59,90,90,SENSOR
Tue 19 Jun 2018 13:50:05,90,90,SENSOR
Tue 19 Jun 2018 13:50:10,90,90,SENSOR
Tue 19 Jun 2018 13:50:16,90,90,SENSOR
Tue 19 Jun 2018 13:50:21,90,90,SENSOR


Thu 21 Jun 2018 15:04:26,90,90,SENSOR
Thu 21 Jun 2018 15:04:32,90,90,SENSOR
Thu 21 Jun 2018 15:04:37,90,90,SENSOR
